country,bond_name,year,status,rows,from_date,to_date,error,update_run_timestamp
indonesia,Indonesia 5Y,2000,failed,0,01/01/2000,31/12/2000,Failed to download Indonesia 5Y from 01/01/2000 to 31/12/2000 after 60 attempts: ERR#0069: bond information unavailable or not found.,
indonesia,Indonesia 5Y,2001,failed,0,01/01/2001,31/12/2001,Failed to download Indonesia 5Y from 01/01/2001 to 31/12/2001 after 60 attempts: ERR#0069: bond information unavailable or not found.,
indonesia,Indonesia 5Y,2002,failed,0,01/01/2002,31/12/2002,Failed to download Indonesia 5Y from 01/01/2002 to 31/12/2002 after 60 attempts: ERR#0069: bond information unavailable or not found.,
indonesia,Indonesia 5Y,2003,ok,162,01/01/2003,31/12/2003,,
indonesia,Indonesia 5Y,2004,ok,248,01/01/2004,31/12/2004,,
indonesia,Indonesia 5Y,2005,ok,245,01/01/2005,31/12/2005,,
indonesia,Indonesia 5Y,2006,ok,241,01/01/2006,31/12/2006,,
indonesia,Indonesia 5Y,2007,ok,245,01/01/2007,31/12/2007,,
indonesia,Indonesia 5Y,2008,ok,239,01/01/2008,31/12/2008,,
indonesia,Indonesia 5Y,2009,ok,244,01/01/2009,31/12/2009,,
indonesia,Indonesia 5Y,2010,ok,244,01/01/2010,31/12/2010,,
indonesia,Indonesia 5Y,2011,ok,247,01/01/2011,31/12/2011,,
indonesia,Indonesia 5Y,2012,ok,256,01/01/2012,31/12/2012,,
indonesia,Indonesia 5Y,2013,ok,265,01/01/2013,31/12/2013,,
indonesia,Indonesia 5Y,2014,ok,262,01/01/2014,31/12/2014,,
indonesia,Indonesia 5Y,2015,ok,262,01/01/2015,31/12/2015,,
indonesia,Indonesia 5Y,2016,ok,258,01/01/2016,31/12/2016,,
indonesia,Indonesia 5Y,2017,ok,258,01/01/2017,31/12/2017,,
indonesia,Indonesia 5Y,2018,ok,245,01/01/2018,31/12/2018,,
indonesia,Indonesia 5Y,2019,ok,248,01/01/2019,31/12/2019,,
indonesia,Indonesia 5Y,2020,ok,244,01/01/2020,31/12/2020,,
indonesia,Indonesia 5Y,2021,ok,249,01/01/2021,31/12/2021,,
indonesia,Indonesia 5Y,2022,ok,246,01/01/2022,31/12/2022,,
indonesia,Indonesia 5Y,2023,ok,249,01/01/2023,31/12/2023,,
indonesia,Indonesia 5Y,2024,ok,239,01/01/2024,31/12/2024,,
indonesia,Indonesia 5Y,2025,ok,237,01/01/2025,31/12/2025,,
indonesia,Indonesia 5Y,2026,ok,45,01/01/2026,10/03/2026,,
indonesia,Indonesia 5Y,2026,ok,8,03/03/2026,13/03/2026,,2026-03-13 22:53:17
