country,bond_name,status,rows,start_date,end_date,history_path,request_log_path
united kingdom,U.K. 1Y,ok,7497,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_1y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_1y_request_log.csv
united kingdom,U.K. 20Y,ok,7154,2000-01-04,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_20y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_20y_request_log.csv
united kingdom,U.K. 25Y,ok,4822,2009-06-19,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_25y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_25y_request_log.csv
united kingdom,U.K. 2Y,ok,7374,2000-01-04,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_2y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_2y_request_log.csv
united kingdom,U.K. 30Y,ok,7142,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_30y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_30y_request_log.csv
united kingdom,U.K. 3M,ok,6043,2000-01-04,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_3m.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_3m_request_log.csv
united kingdom,U.K. 3Y,ok,7349,2000-01-04,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_3y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_3y_request_log.csv
united kingdom,U.K. 40Y,ok,5421,2006-05-09,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_40y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_40y_request_log.csv
united kingdom,U.K. 4Y,ok,7300,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_4y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_4y_request_log.csv
united kingdom,U.K. 50Y,ok,5880,2005-05-19,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_50y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_50y_request_log.csv
united kingdom,U.K. 5Y,ok,7384,2000-01-01,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_5y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_5y_request_log.csv
united kingdom,U.K. 6M,ok,5337,2002-06-24,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_6m.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_6m_request_log.csv
united kingdom,U.K. 6Y,ok,7250,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_6y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_6y_request_log.csv
united kingdom,U.K. 7Y,ok,7160,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_7y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_7y_request_log.csv
united kingdom,U.K. 8Y,ok,7348,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_8y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_8y_request_log.csv
united kingdom,U.K. 9Y,ok,6953,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_9y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_kingdom/u_k_9y_request_log.csv
united states,U.S. 10Y,ok,6763,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_10y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_10y_request_log.csv
united states,U.S. 1M,ok,6239,2001-12-27,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_1m.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_1m_request_log.csv
united states,U.S. 1Y,ok,4652,2008-06-05,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_1y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_1y_request_log.csv
united states,U.S. 2Y,ok,7065,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_2y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_2y_request_log.csv
united states,U.S. 30Y,ok,6778,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_30y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_30y_request_log.csv
united states,U.S. 3M,ok,6777,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_3m.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_3m_request_log.csv
united states,U.S. 3Y,ok,6006,2003-05-06,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_3y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_3y_request_log.csv
united states,U.S. 5Y,ok,6942,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_5y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_5y_request_log.csv
united states,U.S. 6M,ok,6725,2000-01-03,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_6m.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_6m_request_log.csv
united states,U.S. 7Y,ok,4461,2009-03-12,2026-03-11,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_7y.csv,/Users/lijian/Desktop/NUSSIF/SeasonalityDashboard/data/investpy_bond_yields/united_states/u_s_7y_request_log.csv
