country,bond_name,year,status,rows,from_date,to_date,error,update_run_timestamp
norway,Norway 3M,2000,ok,250,01/01/2000,31/12/2000,,
norway,Norway 3M,2001,ok,241,01/01/2001,31/12/2001,,
norway,Norway 3M,2002,ok,245,01/01/2002,31/12/2002,,
norway,Norway 3M,2003,ok,247,01/01/2003,31/12/2003,,
norway,Norway 3M,2004,ok,253,01/01/2004,31/12/2004,,
norway,Norway 3M,2005,ok,254,01/01/2005,31/12/2005,,
norway,Norway 3M,2006,ok,229,01/01/2006,31/12/2006,,
norway,Norway 3M,2007,failed,0,01/01/2007,31/12/2007,"Failed to download Norway 3M from 01/01/2007 to 31/12/2007 after 60 attempts: ERR#0015: error 403, try again later.",
norway,Norway 3M,2008,ok,251,01/01/2008,31/12/2008,,
norway,Norway 3M,2009,ok,249,01/01/2009,31/12/2009,,
norway,Norway 3M,2010,ok,236,01/01/2010,31/12/2010,,
norway,Norway 3M,2011,ok,237,01/01/2011,31/12/2011,,
norway,Norway 3M,2012,ok,277,01/01/2012,31/12/2012,,
norway,Norway 3M,2013,ok,260,01/01/2013,31/12/2013,,
norway,Norway 3M,2014,ok,274,01/01/2014,31/12/2014,,
norway,Norway 3M,2015,ok,267,01/01/2015,31/12/2015,,
norway,Norway 3M,2016,ok,268,01/01/2016,31/12/2016,,
norway,Norway 3M,2017,ok,277,01/01/2017,31/12/2017,,
norway,Norway 3M,2018,ok,245,01/01/2018,31/12/2018,,
norway,Norway 3M,2019,ok,249,01/01/2019,31/12/2019,,
norway,Norway 3M,2020,ok,239,01/01/2020,31/12/2020,,
norway,Norway 3M,2021,ok,265,01/01/2021,31/12/2021,,
norway,Norway 3M,2022,ok,252,01/01/2022,31/12/2022,,
norway,Norway 3M,2023,ok,232,01/01/2023,31/12/2023,,
norway,Norway 3M,2024,failed,0,01/01/2024,31/12/2024,Failed to download Norway 3M from 01/01/2024 to 31/12/2024 after 60 attempts: ERR#0069: bond information unavailable or not found.,
norway,Norway 3M,2025,failed,0,01/01/2025,31/12/2025,Failed to download Norway 3M from 01/01/2025 to 31/12/2025 after 60 attempts: ERR#0069: bond information unavailable or not found.,
norway,Norway 3M,2026,failed,0,01/01/2026,11/03/2026,Failed to download Norway 3M from 01/01/2026 to 11/03/2026 after 60 attempts: ERR#0069: bond information unavailable or not found.,
norway,Norway 3M,2026,failed,0,01/01/2026,13/03/2026,"Failed to download Norway 3M from 01/01/2026 to 13/03/2026 after 60 attempts: ERR#0015: error 403, try again later.",2026-03-13 22:56:06
