country,bond_name,year,status,rows,from_date,to_date,error,update_run_timestamp
thailand,Thailand 16Y,2000,failed,0,01/01/2000,31/12/2000,Failed to download Thailand 16Y from 01/01/2000 to 31/12/2000 after 60 attempts: ERR#0069: bond information unavailable or not found.,
thailand,Thailand 16Y,2001,failed,0,01/01/2001,31/12/2001,"Failed to download Thailand 16Y from 01/01/2001 to 31/12/2001 after 60 attempts: ERR#0015: error 403, try again later.",
thailand,Thailand 16Y,2002,failed,0,01/01/2002,31/12/2002,Failed to download Thailand 16Y from 01/01/2002 to 31/12/2002 after 60 attempts: ERR#0069: bond information unavailable or not found.,
thailand,Thailand 16Y,2003,failed,0,01/01/2003,31/12/2003,Failed to download Thailand 16Y from 01/01/2003 to 31/12/2003 after 60 attempts: ERR#0069: bond information unavailable or not found.,
thailand,Thailand 16Y,2004,failed,0,01/01/2004,31/12/2004,"Failed to download Thailand 16Y from 01/01/2004 to 31/12/2004 after 60 attempts: ERR#0015: error 403, try again later.",
thailand,Thailand 16Y,2005,ok,131,01/01/2005,31/12/2005,,
thailand,Thailand 16Y,2006,ok,136,01/01/2006,31/12/2006,,
thailand,Thailand 16Y,2007,ok,196,01/01/2007,31/12/2007,,
thailand,Thailand 16Y,2008,ok,246,01/01/2008,31/12/2008,,
thailand,Thailand 16Y,2009,ok,243,01/01/2009,31/12/2009,,
thailand,Thailand 16Y,2010,ok,228,01/01/2010,31/12/2010,,
thailand,Thailand 16Y,2011,ok,244,01/01/2011,31/12/2011,,
thailand,Thailand 16Y,2012,ok,256,01/01/2012,31/12/2012,,
thailand,Thailand 16Y,2013,ok,271,01/01/2013,31/12/2013,,
thailand,Thailand 16Y,2014,ok,261,01/01/2014,31/12/2014,,
thailand,Thailand 16Y,2015,ok,255,01/01/2015,31/12/2015,,
thailand,Thailand 16Y,2016,ok,254,01/01/2016,31/12/2016,,
thailand,Thailand 16Y,2017,ok,259,01/01/2017,31/12/2017,,
thailand,Thailand 16Y,2018,ok,248,01/01/2018,31/12/2018,,
thailand,Thailand 16Y,2019,ok,244,01/01/2019,31/12/2019,,
thailand,Thailand 16Y,2020,ok,243,01/01/2020,31/12/2020,,
thailand,Thailand 16Y,2021,ok,205,01/01/2021,31/12/2021,,
thailand,Thailand 16Y,2022,ok,71,01/01/2022,31/12/2022,,
thailand,Thailand 16Y,2023,ok,56,01/01/2023,31/12/2023,,
thailand,Thailand 16Y,2024,ok,2,01/01/2024,31/12/2024,,
thailand,Thailand 16Y,2025,ok,261,01/01/2025,31/12/2025,,
thailand,Thailand 16Y,2026,ok,50,01/01/2026,11/03/2026,,
thailand,Thailand 16Y,2026,ok,8,04/03/2026,13/03/2026,,2026-03-13 22:59:05
thailand,Thailand 16Y,2026,ok,10,06/03/2026,19/03/2026,,2026-03-19 10:25:58
