country,bond_name,year,status,rows,from_date,to_date,error,update_run_timestamp
japan,Japan 3M,2000,failed,0,01/01/2000,31/12/2000,"Failed to download Japan 3M from 01/01/2000 to 31/12/2000 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2001,failed,0,01/01/2001,31/12/2001,"Failed to download Japan 3M from 01/01/2001 to 31/12/2001 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2002,failed,0,01/01/2002,31/12/2002,"Failed to download Japan 3M from 01/01/2002 to 31/12/2002 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2003,failed,0,01/01/2003,31/12/2003,"Failed to download Japan 3M from 01/01/2003 to 31/12/2003 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2004,failed,0,01/01/2004,31/12/2004,"Failed to download Japan 3M from 01/01/2004 to 31/12/2004 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2005,failed,0,01/01/2005,31/12/2005,"Failed to download Japan 3M from 01/01/2005 to 31/12/2005 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2006,failed,0,01/01/2006,31/12/2006,"Failed to download Japan 3M from 01/01/2006 to 31/12/2006 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2007,failed,0,01/01/2007,31/12/2007,"Failed to download Japan 3M from 01/01/2007 to 31/12/2007 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2008,failed,0,01/01/2008,31/12/2008,Failed to download Japan 3M from 01/01/2008 to 31/12/2008 after 60 attempts: ERR#0069: bond information unavailable or not found.,
japan,Japan 3M,2009,failed,0,01/01/2009,31/12/2009,"Failed to download Japan 3M from 01/01/2009 to 31/12/2009 after 60 attempts: ERR#0015: error 403, try again later.",
japan,Japan 3M,2010,failed,0,01/01/2010,31/12/2010,Failed to download Japan 3M from 01/01/2010 to 31/12/2010 after 60 attempts: ERR#0069: bond information unavailable or not found.,
japan,Japan 3M,2011,ok,136,01/01/2011,31/12/2011,,
japan,Japan 3M,2012,ok,310,01/01/2012,31/12/2012,,
japan,Japan 3M,2013,ok,309,01/01/2013,31/12/2013,,
japan,Japan 3M,2014,ok,258,01/01/2014,31/12/2014,,
japan,Japan 3M,2015,ok,257,01/01/2015,31/12/2015,,
japan,Japan 3M,2016,ok,256,01/01/2016,31/12/2016,,
japan,Japan 3M,2017,ok,292,01/01/2017,31/12/2017,,
japan,Japan 3M,2018,ok,296,01/01/2018,31/12/2018,,
japan,Japan 3M,2019,ok,291,01/01/2019,31/12/2019,,
japan,Japan 3M,2020,ok,295,01/01/2020,31/12/2020,,
japan,Japan 3M,2021,ok,302,01/01/2021,31/12/2021,,
japan,Japan 3M,2022,ok,300,01/01/2022,31/12/2022,,
japan,Japan 3M,2023,ok,298,01/01/2023,31/12/2023,,
japan,Japan 3M,2024,ok,262,01/01/2024,31/12/2024,,
japan,Japan 3M,2025,ok,250,01/01/2025,31/12/2025,,
japan,Japan 3M,2026,ok,49,01/01/2026,10/03/2026,,
japan,Japan 3M,2026,ok,9,03/03/2026,13/03/2026,,2026-03-13 22:53:24
japan,Japan 3M,2026,ok,10,06/03/2026,19/03/2026,,2026-03-19 10:21:09
