country,bond_name,year,status,rows,from_date,to_date,error,update_run_timestamp
malaysia,Malaysia 20Y,2000,failed,0,01/01/2000,31/12/2000,Failed to download Malaysia 20Y from 01/01/2000 to 31/12/2000 after 60 attempts: ERR#0069: bond information unavailable or not found.,
malaysia,Malaysia 20Y,2001,failed,0,01/01/2001,31/12/2001,Failed to download Malaysia 20Y from 01/01/2001 to 31/12/2001 after 60 attempts: ERR#0069: bond information unavailable or not found.,
malaysia,Malaysia 20Y,2002,failed,0,01/01/2002,31/12/2002,Failed to download Malaysia 20Y from 01/01/2002 to 31/12/2002 after 60 attempts: ERR#0069: bond information unavailable or not found.,
malaysia,Malaysia 20Y,2003,failed,0,01/01/2003,31/12/2003,Failed to download Malaysia 20Y from 01/01/2003 to 31/12/2003 after 60 attempts: ERR#0069: bond information unavailable or not found.,
malaysia,Malaysia 20Y,2004,failed,0,01/01/2004,31/12/2004,Failed to download Malaysia 20Y from 01/01/2004 to 31/12/2004 after 60 attempts: ERR#0069: bond information unavailable or not found.,
malaysia,Malaysia 20Y,2005,ok,35,01/01/2005,31/12/2005,,
malaysia,Malaysia 20Y,2006,ok,50,01/01/2006,31/12/2006,,
malaysia,Malaysia 20Y,2007,ok,164,01/01/2007,31/12/2007,,
malaysia,Malaysia 20Y,2008,ok,108,01/01/2008,31/12/2008,,
malaysia,Malaysia 20Y,2009,ok,44,01/01/2009,31/12/2009,,
malaysia,Malaysia 20Y,2010,ok,74,01/01/2010,31/12/2010,,
malaysia,Malaysia 20Y,2011,ok,216,01/01/2011,31/12/2011,,
malaysia,Malaysia 20Y,2012,ok,244,01/01/2012,31/12/2012,,
malaysia,Malaysia 20Y,2013,ok,269,01/01/2013,31/12/2013,,
malaysia,Malaysia 20Y,2014,ok,273,01/01/2014,31/12/2014,,
malaysia,Malaysia 20Y,2015,ok,260,01/01/2015,31/12/2015,,
malaysia,Malaysia 20Y,2016,ok,258,01/01/2016,31/12/2016,,
malaysia,Malaysia 20Y,2017,ok,267,01/01/2017,31/12/2017,,
malaysia,Malaysia 20Y,2018,ok,290,01/01/2018,31/12/2018,,
malaysia,Malaysia 20Y,2019,ok,299,01/01/2019,31/12/2019,,
malaysia,Malaysia 20Y,2020,ok,303,01/01/2020,31/12/2020,,
malaysia,Malaysia 20Y,2021,ok,303,01/01/2021,31/12/2021,,
malaysia,Malaysia 20Y,2022,ok,283,01/01/2022,31/12/2022,,
malaysia,Malaysia 20Y,2023,ok,298,01/01/2023,31/12/2023,,
malaysia,Malaysia 20Y,2024,ok,266,01/01/2024,31/12/2024,,
malaysia,Malaysia 20Y,2025,ok,259,01/01/2025,31/12/2025,,
malaysia,Malaysia 20Y,2026,ok,48,01/01/2026,10/03/2026,,
malaysia,Malaysia 20Y,2026,ok,10,03/03/2026,13/03/2026,,2026-03-13 22:53:40
malaysia,Malaysia 20Y,2026,ok,11,06/03/2026,19/03/2026,,2026-03-19 10:21:13
